Name,Price,Cuisine_Category,City,Region,Cuisine_Type,Timing,Rating_Types,Rating,Votes
Tarte Tatin,350,"Bakery,Desserts,Fast Food",Chennai,Ambattur,Bakery,8am to 10pm(Mon-Sun),Average,3.3,16
Edible Sins,450,"Bakery,Desserts",Chennai,Nungambakkam,Bakery,9am to 7pm(Mon-Sun),Good,3.7,38
Chennai Bhojan - Hotel SRR Grand,500,"South Indian,North Indian",Chennai,Hotel SRR Grand-- Vandalur,Casual Dining,"7am to 1030am,1130am to 10pm(Mon-Sun)",Average,3.4,41
Bharat Bhojan Centre,400,North Indian,Chennai,Nanganallur,Quick Bites,11am to 11pm(Mon-Sun),Average,3.0,41
Sandwich House,200,"Burger,Beverages,Fast Food,Sandwich",Chennai,Thiruvanmiyur,Quick Bites,9am to 11pm(Mon-Sun),Average,3.4,45
Al Elaf Arabian Restaurant,300,"Arabian,Biryani",Chennai,Royapettah,Quick Bites,10am to 9pm(Mon-Sun),Good,3.7,50
Sandwitch,200,"Sandwich,Burger,Rolls,Fast Food",Chennai,Choolaimedu,Quick Bites,10am to 10pm(Mon-Sun),Good,3.5,47
Hot Drum Biriyani,400,"Biryani,North Indian,Chinese",Chennai,Kodambakkam,Quick Bites,11am to 1030pm(Mon-Sun),Average,2.7,36
Frootster,300,"Fast Food,Sandwich,Beverages",Chennai,Abhiramapuram,none,10am to 10pm(Mon-Sun),Good,3.6,35
Hotel Chennai Dosha,300,"South Indian,North Indian,Chinese",Chennai,Adambakkam,Quick Bites,"1130am to 4pm,630pm to 1030pm(Mon-Sun)",Good,3.7,52
Mumbai Chatwala,200,Fast Food,Chennai,Kilpauk,Quick Bites,11am to 10pm(Mon-Sun),Average,3.3,34
Bangkok Bites,250,"Thai,Chinese,Fast Food",Chennai,Thuraipakkam,Quick Bites,"12noon to 330pm,630pm to 1045pm(Mon-Sun)",Average,3.4,36
Sweet Truth,500,"Bakery,Fast Food",Chennai,Potheri,none,9am to 11pm(Mon-Sun),Average,3.4,10
Karam Biryani,250,"Biryani,South Indian",Chennai,Chromepet,Quick Bites,1145am to 11pm(Mon-Sun),Average,3.4,32
Raspberry,300,"Ice Cream,Fast Food,Street Food,North Indian",Chennai,Valasaravakkam,Dessert Parlor,1030am to 1030pm(Mon-Sun),Good,3.5,37
Lakshmi Amma's Kai Manam,500,"Biryani,Seafood",Chennai,Ambattur,none,9am to 7pm(Mon-Sun),Good,3.6,30
Roll Spot,200,Rolls,Chennai,Royapuram,none,1230pm to 1030pm(Mon-Sun),Good,3.7,38
J M Pork Shop,400,"North Indian,Chinese",Chennai,Valasaravakkam,Quick Bites,10am to 10pm(Mon-Sun),Good,3.6,49
Dreamz,500,"Chinese,Beverages,North Indian",Chennai,Padur,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,41
Adam's Multicuisine Restaurant,700,"Continental,Chinese,North Indian,Arabian",Chennai,Nandanam,Casual Dining,11am to 11pm(Mon-Sun),Good,3.6,25
Balajee Juices,100,"Beverages,Juices",Chennai,Adyar,Beverage Shop,8am to 11pm(Mon-Sun),Good,3.9,34
Archana Sweets,200,"Mithai,North Indian,South Indian",Chennai,T. Nagar,Sweet Shop,9am to 10pm(Mon-Sun),Average,2.8,36
Dite N Bite,300,"Fast Food,Beverages",Chennai,Anna Nagar East,Quick Bites,11am to 10pm(Mon-Sun),Good,3.8,28
